"ID","Ngôn ngữ","Source Text","Translated Text"
100765,vi_VN,Login Before,Login Before
100766,vi_VN,Login Failed please try again,Login Thất bại please try again
100767,vi_VN,Login Id is required,Login Id is required
100768,vi_VN,Login Methods,Login Methods
100769,vi_VN,Login Page,Login Trang
100770,vi_VN,Login To {0},Login To {0}
100771,vi_VN,Login Verification Code from {},Login Verification Code from {}
100772,vi_VN,Login and view in Browser,Login and view in Browser
100773,vi_VN,Login is required to see web form list view. Enable {0} to see list settings,Login is required to see web form list view. Enable {0} to see list settings
100774,vi_VN,Login link sent to your email,Login link sent to your email
100775,vi_VN,Login not allowed at this time,Login not allowed at this time
100776,vi_VN,Login required,Login required
100777,vi_VN,"Login session expired, refresh page to retry","Login session expired, refresh page to retry"
100778,vi_VN,Login to comment,Login to comment
100779,vi_VN,Login to start a new discussion,Login to start a new discussion
100780,vi_VN,Login to {0},Login to {0}
100781,vi_VN,Login token required,Login token required
100782,vi_VN,Login with Email Link,Login with Email Liên kết
100783,vi_VN,Login with Frappe Cloud,Login with Frappe Cloud
100784,vi_VN,Login with LDAP,Login with LDAP
100785,vi_VN,Login with email link,Login with email link
100786,vi_VN,Login with email link expiry (in minutes),Login with email link expiry (in minutes)
100787,vi_VN,Login with username and password is not allowed.,Login with username and password is not allowed.
100788,vi_VN,Login with {0},Login with {0}
100789,vi_VN,Logo URI,Logo URI
100790,vi_VN,Logout,Logout
100791,vi_VN,Logout All Sessions,Logout Tất cả Sessions
100792,vi_VN,Logout All Sessions on Password Reset,Logout Tất cả Sessions on Password Reset
100793,vi_VN,Logout From All Devices After Changing Password,Logout From Tất cả Devices After Changing Password
100794,vi_VN,Logs,Nhật ký
100795,vi_VN,Logs To Clear,Logs To Clear
100796,vi_VN,Logs to Clear,Logs to Clear
100797,vi_VN,Long Text,Long Text
100798,vi_VN,Looks like you didn't change the value,Looks like you didn't change the value
100799,vi_VN,Looks like you haven’t added any third party apps.,Looks like you haven’t added any third party apps.
100800,vi_VN,Looks like you haven’t received any notifications.,Looks like you haven’t received any notifications.
100801,vi_VN,Low,Thấp
100802,vi_VN,M,M
100803,vi_VN,MIT License,MIT License
100804,vi_VN,Madam,Madam
100805,vi_VN,Main Section,Main Section
100806,vi_VN,Main Section (HTML),Main Section (HTML)
100807,vi_VN,Main Section (Markdown),Main Section (Markdown)
100808,vi_VN,Maintenance Manager,Maintenance Manager
100809,vi_VN,Maintenance User,Maintenance Người dùng
100810,vi_VN,Major,Major
100811,vi_VN,"Make \""name\"" searchable in Global Search",Make \
100812,vi_VN,Make Attachment Public (by default),Make Attachment Công khai (by default)
100813,vi_VN,Make Attachments Public by Default,Make Attachments Công khai by Mặc định
100814,vi_VN,Make sure to configure a Social Login Key before disabling to prevent lockout,Make sure to configure a Social Login Key before disabling to prevent lockout
100815,vi_VN,Make use of longer keyboard patterns,Make use of longer keyboard patterns
100816,vi_VN,Make {0},Tạo {0}
100817,vi_VN,Makes the page public,Makes the page public
100818,vi_VN,Male,Male
100819,vi_VN,Manage 3rd party apps,Manage 3rd party apps
100820,vi_VN,Manage your data,Manage your data
100821,vi_VN,Mandatory,Mandatory
100822,vi_VN,Mandatory Depends On,Mandatory Depends On
100823,vi_VN,Mandatory Depends On (JS),Mandatory Depends On (JS)
100824,vi_VN,Mandatory Information missing:,Mandatory Information missing:
100825,vi_VN,Mandatory field: set role for,Mandatory field: set role for
100826,vi_VN,Mandatory field: {0},Mandatory field: {0}
100827,vi_VN,"Mandatory fields required in table {0}, Row {1}","Mandatory fields required in table {0}, Hàng {1}"
100828,vi_VN,Mandatory fields required in {0},Mandatory fields required in {0}
100829,vi_VN,Mandatory fields required:,Mandatory fields required:
100830,vi_VN,Mandatory:,Mandatory:
100831,vi_VN,Map,Bản đồ
100832,vi_VN,Map Columns,Map Columns
100833,vi_VN,Map View,Map Xem
100834,vi_VN,Map columns from {0} to fields in {1},Map columns from {0} to fields in {1}
100835,vi_VN,Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>,Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>
100836,vi_VN,Mapping column {0} to field {1},Mapping column {0} to field {1}
100837,vi_VN,Margin Bottom,Margin Bottom
100838,vi_VN,Margin Left,Margin Left
100839,vi_VN,Margin Right,Margin Right
100840,vi_VN,Margin Top,Margin Top
100841,vi_VN,MariaDB Variables,MariaDB Variables
100842,vi_VN,Mark all as read,Mark all as read
100843,vi_VN,Mark as Read,Mark as Đọc
100844,vi_VN,Mark as Spam,Mark as Spam
100845,vi_VN,Mark as Unread,Mark as Unread
100846,vi_VN,Markdown,Markdown
100847,vi_VN,Markdown Editor,Markdown Editor
100848,vi_VN,Marked As Spam,Marked As Spam
100849,vi_VN,Marketing Manager,Marketing Manager
100850,vi_VN,Master,Chính
100851,vi_VN,Max 500 records at a time,Max 500 records at a time
100852,vi_VN,Max Attachments,Max Attachments
100853,vi_VN,Max File Size (MB),Max Tệp Size (MB)
100854,vi_VN,Max Height,Max Height
100855,vi_VN,Max Length,Max Length
100856,vi_VN,Max Report Rows,Max Báo cáo Rows
100857,vi_VN,Max Value,Max Value
100858,vi_VN,Max attachment size,Max attachment size
100859,vi_VN,Max auto email report per user,Max auto email report per user
100860,vi_VN,Max signups allowed per hour,Max signups allowed per hour
100861,vi_VN,Max width for type Currency is 100px in row {0},Max width for type Currency is 100px in row {0}
100862,vi_VN,Maximum,Tối đa
100863,vi_VN,Maximum Attachment Limit of {0} has been reached for {1} {2}.,Maximum Attachment Limit of {0} has been reached for {1} {2}.
100864,vi_VN,Maximum attachment limit of {0} has been reached.,Maximum attachment limit of {0} has been reached.
100865,vi_VN,Maximum {0} rows allowed,Maximum {0} rows allowed
100866,vi_VN,Me,Me
100867,vi_VN,"Meaning of Submit, Cancel, Amend","Meaning of Gửi, Hủy, Sửa đổi"
100868,vi_VN,Medium,Trung bình
100869,vi_VN,Meeting,Meeting
100870,vi_VN,Meets Condition?,Meets Condition?
100871,vi_VN,Members,Thành viên
100872,vi_VN,Memory Usage,Memory Usage
100873,vi_VN,Memory Usage in MB,Memory Usage in MB
100874,vi_VN,Mention,Mention
100875,vi_VN,Mentions,Mentions
100876,vi_VN,Menu,Menu
100877,vi_VN,Merge with existing,Merge with existing
100878,vi_VN,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node
100879,vi_VN,Message,Tin nhắn
100880,vi_VN,Message,Tin nhắn
100881,vi_VN,Message Examples,Message Examples
100882,vi_VN,Message ID,Message ID
100883,vi_VN,Message Parameter,Message Parameter
100884,vi_VN,Message Sent,Message Sent
100885,vi_VN,Message Type,Message Loại
100886,vi_VN,Message clipped,Message clipped
100887,vi_VN,Message from server: {0},Message from server: {0}
100888,vi_VN,Message not setup,Message not setup
100889,vi_VN,Message to be displayed on successful completion,Message to be displayed on successful completion
100890,vi_VN,Message-id,Message-id
100891,vi_VN,Messages,Tin nhắn
100892,vi_VN,Meta,Meta
100893,vi_VN,Meta Description,Meta Mô tả
100894,vi_VN,Meta Image,Meta Image
100895,vi_VN,Meta Tags,Meta Tags
100896,vi_VN,Meta Title,Meta Tiêu đề
100897,vi_VN,Meta description,Meta description
100898,vi_VN,Meta image,Meta image
100899,vi_VN,Meta title,Meta title
100900,vi_VN,Meta title for SEO,Meta title for SEO
100901,vi_VN,Metadata,Metadata
100902,vi_VN,Method,Phương thức
100903,vi_VN,Method Not Allowed,Method Not Allowed
100904,vi_VN,Method is required to create a number card,Method is required to create a number card
100905,vi_VN,Mid Center,Mid Center
100906,vi_VN,Middle Name,Middle Tên
100907,vi_VN,Milestone,Milestone
100908,vi_VN,Milestone Tracker,Milestone Tracker
100909,vi_VN,Minimum,Tối thiểu
100910,vi_VN,Minimum Password Score,Minimum Password Score
100911,vi_VN,Minor,Minor
100912,vi_VN,Minutes,Phút
100913,vi_VN,Minutes After,Minutes After
100914,vi_VN,Minutes Before,Minutes Before
100915,vi_VN,Minutes Offset,Minutes Offset
100916,vi_VN,Misconfigured,Misconfigured
100917,vi_VN,Miss,Miss
100918,vi_VN,Missing DocType,Missing DocType
100919,vi_VN,Missing Field,Missing Trường
100920,vi_VN,Missing Fields,Missing Fields
100921,vi_VN,Missing Filters Required,Missing Filters Bắt buộc
100922,vi_VN,Missing Permission,Missing Permission
100923,vi_VN,Missing Value,Missing Value
100924,vi_VN,Missing Values Required,Missing Values Bắt buộc
100925,vi_VN,Mobile,Mobile
100926,vi_VN,Mobile No,Mobile Không
100927,vi_VN,Modal Trigger,Modal Trigger
100928,vi_VN,Module,Mô-đun
100929,vi_VN,Module (for export),Module (for export)
100930,vi_VN,Module Def,Module Def
100931,vi_VN,Module HTML,Module HTML
100932,vi_VN,Module Name,Module Tên
100933,vi_VN,Module Onboarding,Module Onboarding
100934,vi_VN,Module Profile,Module Profile
100935,vi_VN,Module Profile Name,Module Profile Tên
100936,vi_VN,Module onboarding progress reset,Module onboarding progress reset
100937,vi_VN,Module to Export,Module to Xuất
100938,vi_VN,Module {} not found,Module {} not found
100939,vi_VN,Modules,Mô-đun
100940,vi_VN,Modules HTML,Modules HTML
100941,vi_VN,Monday,Thứ hai
100942,vi_VN,"Monitor logs for errors, background jobs, communications, and user activity","Monitor logs for errors, background jobs, communications, and user activity"
100943,vi_VN,Monospace,Monospace
100944,vi_VN,Month,Tháng
100945,vi_VN,Monthly,Monthly
100946,vi_VN,Monthly Long,Monthly Long
100947,vi_VN,More,Thêm
100948,vi_VN,More Info,Thêm Thông tin
100949,vi_VN,More Information,Thêm Information
100950,vi_VN,More articles on {0},Thêm articles on {0}
100951,vi_VN,More content for the bottom of the page.,Thêm content for the bottom of the page.
100952,vi_VN,Most Used,Được dùng nhiều nhất
100953,vi_VN,Most probably your password is too long.,Có lẽ mật khẩu của bạn quá dài.
100954,vi_VN,Move,Di chuyển
100955,vi_VN,Move To,Move To
100956,vi_VN,Move To Trash,Move To Trash
100957,vi_VN,Move current and all subsequent sections to a new tab,Move current and all subsequent sections to a new tab
100958,vi_VN,Move cursor to above row,Move cursor to above row
100959,vi_VN,Move cursor to below row,Move cursor to below row
100960,vi_VN,Move cursor to next column,Move cursor to next column
100961,vi_VN,Move cursor to previous column,Move cursor to previous column
100962,vi_VN,Move sections to new tab,Move sections to new tab
100963,vi_VN,Move the current field and the following fields to a new column,Move the current field and the following fields to a new column
100964,vi_VN,Move to Row Number,Move to Hàng Số
100965,vi_VN,Move to next step when clicked inside highlighted area.,Move to next step when clicked inside highlighted area.
100966,vi_VN,Mozilla doesn't support :has() so you can pass parent selector here as workaround,Mozilla doesn't support :has() so you can pass parent selector here as workaround
100967,vi_VN,Mr,Mr
100968,vi_VN,Mrs,Mrs
100969,vi_VN,Ms,Ms
100970,vi_VN,Multiple root nodes not allowed.,Multiple root nodes not allowed.
100971,vi_VN,Must be a publicly accessible Google Sheets URL,Must be a publicly accessible Google Sheets URL
100972,vi_VN,"Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))","Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))"
100973,vi_VN,"Must be of type \""Attach Image\""",Must be of type \
100974,vi_VN,Must have report permission to access this report.,Must have report permission to access this report.
100975,vi_VN,Must specify a Query to run,Must specify a Query to run
100976,vi_VN,Mute Sounds,Mute Sounds
100977,vi_VN,Mx,Mx
100978,vi_VN,My Account,My Account
100979,vi_VN,My Device,My Device
100980,vi_VN,My Workspaces,My Workspaces
100981,vi_VN,MyISAM,MyISAM
100982,vi_VN,"NOTE: If you add states or transitions in the table, it will be reflected in the Workflow Builder but you will have to position them manually. Also Workflow Builder is currently in <b>BETA</b>.","LƯU Ý: Nếu bạn thêm trạng thái hoặc chuyển tiếp trong bảng, chúng sẽ được phản ánh trong Trình xây dựng Quy trình làm việc, nhưng bạn sẽ phải tự sắp xếp chúng. Ngoài ra, Trình xây dựng Quy trình làm việc hiện đang ở chế độ <b>BETA</b>."
100983,vi_VN,NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings,LƯU Ý: Hộp này sắp bị loại bỏ. Vui lòng thiết lập lại LDAP để hoạt động với các cài đặt mới hơn.
100984,vi_VN,Name,Tên
100985,vi_VN,Name (Doc Name),Tên (Tên tài liệu)
100986,vi_VN,"Name already taken, please set a new name","Tên đã được sử dụng, vui lòng đặt tên mới"
100987,vi_VN,Name cannot contain special characters like {0},Tên không được chứa các ký tự đặc biệt như {0}
100988,vi_VN,Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,Tên của Loại Tài liệu (DocType) mà bạn muốn liên kết trường này. Ví dụ: Customer
100989,vi_VN,Name of the new Print Format,Tên của Định dạng In mới
100990,vi_VN,Name of {0} cannot be {1},Tên của {0} không thể là {1}
100991,vi_VN,Names and surnames by themselves are easy to guess.,Tên riêng và họ riêng tự chúng rất dễ đoán.
100992,vi_VN,Naming,Đặt tên
100993,vi_VN,"Naming Options:<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li><li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","Naming Options:<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li><li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>"
100994,vi_VN,Naming Rule,Quy tắc đặt tên
100995,vi_VN,Naming Series,Naming Series
100996,vi_VN,Naming Series mandatory,Naming Series mandatory
100997,vi_VN,Navbar,Navbar
100998,vi_VN,Navbar Item,Navbar Item
100999,vi_VN,Navbar Settings,Navbar Cài đặt
101000,vi_VN,Navbar Template,Navbar Template
101001,vi_VN,Navbar Template Values,Navbar Template Values
101002,vi_VN,Navigate list down,Navigate list down
101003,vi_VN,Navigate list up,Navigate list up
101004,vi_VN,Navigate to main content,Navigate to main content
101005,vi_VN,Navigation Settings,Navigation Cài đặt
101006,vi_VN,Need Workspace Manager role to edit private workspace of other users,Need Workspace Manager role to edit private workspace of other users
101007,vi_VN,Negative Value,Negative Value
101008,vi_VN,Nested filters must be provided as a list or tuple.,Nested filters must be provided as a list or tuple.
101009,vi_VN,Nested set error. Please contact the Administrator.,Nested set error. Please contact the Administrator.
101010,vi_VN,Network Printer Settings,Network Printer Cài đặt
101011,vi_VN,New,Mới
101012,vi_VN,New Activity,Mới Activity
101013,vi_VN,New Address,Mới Address
101014,vi_VN,New Chart,Mới Biểu đồ
101015,vi_VN,New Contact,Mới Contact
101016,vi_VN,New Custom Block,Mới Tùy chỉnh Block
101017,vi_VN,New Custom Print Format,Mới Tùy chỉnh In Định dạng
101018,vi_VN,New Document Form,Mới Tài liệu Biểu mẫu
101019,vi_VN,New Document Shared {0},Mới Tài liệu Shared {0}
101020,vi_VN,New Email,Mới Email
101021,vi_VN,New Email Account,Mới Email Account
101022,vi_VN,New Event,Mới Event
101023,vi_VN,New Folder,Mới Thư mục
101024,vi_VN,New Kanban Board,Mới Kanban Board
101025,vi_VN,New Links,Mới Links
101026,vi_VN,New Mention on {0},Mới Mention on {0}
101027,vi_VN,New Message from Website Contact Page,Mới Message from Website Contact Trang
101028,vi_VN,New Name,Mới Tên
101029,vi_VN,New Notification,Mới Notification
101030,vi_VN,New Number Card,Mới Số Thẻ
101031,vi_VN,New Onboarding,Mới Onboarding
101032,vi_VN,New Password,Mới Password
101033,vi_VN,New Print Format Name,Mới In Định dạng Tên
101034,vi_VN,New Quick List,Mới Quick Danh sách
101035,vi_VN,New Report name,Mới Báo cáo name
101036,vi_VN,New Role,Mới Vai trò
101037,vi_VN,New Shortcut,Mới Shortcut
101038,vi_VN,New Users (Last 30 days),Mới Users (Cuối cùng 30 days)
101039,vi_VN,New Value,Mới Value
101040,vi_VN,New Workflow Name,Mới Quy trình làm việc Tên
101041,vi_VN,New Workspace,Mới Workspace
101042,vi_VN,"New line separated list of allowed public client URLs (eg <code>https://frappe.io</code>), or <code>*</code> to accept all.<br>Public clients are restricted by default.","New line separated list of allowed public client URLs (eg <code>https://frappe.io</code>), or <code>*</code> to accept all."
101043,vi_VN,New line separated list of scope values.,Mới line separated list of scope values.
101044,vi_VN,"New lines separated list of strings representing ways to contact people responsible for this client, typically email addresses.","Mới lines separated list of strings representing ways to contact people responsible for this client, typically email addresses."
101045,vi_VN,New password cannot be same as old password,Mới password cannot be same as old password
101046,vi_VN,New updates are available,Mới updates are available
101047,vi_VN,New users will have to be manually registered by system managers.,Mới users will have to be manually registered by system managers.
101048,vi_VN,New value to be set,Mới value to be set
101049,vi_VN,New {0},Mới {0}
101050,vi_VN,New {0} Created,Mới {0} Đã tạo
101051,vi_VN,New {0} {1} added to Dashboard {2},Mới {0} {1} added to Bảng điều khiển {2}
101052,vi_VN,New {0} {1} created,Mới {0} {1} created
101053,vi_VN,New {0}: {1},Mới {0}: {1}
101054,vi_VN,New {} releases for the following apps are available,Mới {} releases for the following apps are available
101055,vi_VN,Newly created user {0} has no roles enabled.,Newly created user {0} has no roles enabled.
101056,vi_VN,Newsletter Manager,Newsletter Manager
101057,vi_VN,Next,Tiếp theo
101058,vi_VN,Next,Tiếp theo
101059,vi_VN,Next 14 Days,Tiếp theo 14 Days
101060,vi_VN,Next 30 Days,Tiếp theo 30 Days
101061,vi_VN,Next 6 Months,Tiếp theo 6 Months
101062,vi_VN,Next 7 Days,Tiếp theo 7 Days
101063,vi_VN,Next Action Email Template,Tiếp theo Action Email Template
101064,vi_VN,Next Actions HTML,Tiếp theo Actions HTML
101065,vi_VN,Next Execution,Tiếp theo Execution
101066,vi_VN,Next Form Tour,Tiếp theo Biểu mẫu Tour
101067,vi_VN,Next Month,Tiếp theo Tháng
101068,vi_VN,Next Quarter,Tiếp theo Quarter
101069,vi_VN,Next Schedule Date,Tiếp theo Schedule Ngày
101070,vi_VN,Next Scheduled Date,Tiếp theo Scheduled Ngày
101071,vi_VN,Next State,Tiếp theo Trạng thái
101072,vi_VN,Next Step Condition,Tiếp theo Step Condition
101073,vi_VN,Next Sync Token,Tiếp theo Sync Token
101074,vi_VN,Next Week,Tiếp theo Tuần
101075,vi_VN,Next Year,Tiếp theo Năm
101076,vi_VN,Next actions,Tiếp theo actions
101077,vi_VN,Next on Click,Tiếp theo on Click
101078,vi_VN,No,Không
101079,vi_VN,No,Không
101080,vi_VN,No,Không
101081,vi_VN,No Active Sessions,Không Hoạt động Sessions
101082,vi_VN,No Copy,Không Copy
101083,vi_VN,No Data,Không Dữ liệu
101084,vi_VN,No Data...,Không Dữ liệu...
101085,vi_VN,No Email Account,Không Email Account
101086,vi_VN,No Email Accounts Assigned,Không Email Accounts Assigned
101087,vi_VN,No Email field found in {0},Không Email field found in {0}
101088,vi_VN,No Emails,Không Emails
101089,vi_VN,No Entry for the User {0} found within LDAP!,Không Entry for the Người dùng {0} found within LDAP!
101090,vi_VN,No Filters Set,Không Filters Đặt
101091,vi_VN,No Google Calendar Event to sync.,Không Google Calendar Event to sync.
101092,vi_VN,No Images,Không Images
101093,vi_VN,No LDAP User found for email: {0},Không LDAP Người dùng found for email: {0}
101094,vi_VN,No Label,Không Label
101095,vi_VN,No Letterhead,Không Letterhead
101096,vi_VN,No Name Specified for {0},Không Tên Specified for {0}
101097,vi_VN,No New notifications,Không Mới notifications
101098,vi_VN,No Permissions Specified,Không Quyền Specified
101099,vi_VN,No Permissions set for this criteria.,Không Quyền set for this criteria.
101100,vi_VN,No Permitted Charts,Không Permitted Charts
101101,vi_VN,No Permitted Charts on this Dashboard,Không Permitted Charts on this Bảng điều khiển
101102,vi_VN,No Preview,Không Preview
101103,vi_VN,No Preview Available,Không Preview Có sẵn
101104,vi_VN,No Printer is Available.,Không Printer is Có sẵn.
101105,vi_VN,No RQ Workers connected. Try restarting the bench.,Không RQ Workers connected. Try restarting the bench.
101106,vi_VN,No Results,Không Results
101107,vi_VN,No Results found,Không Results found
101108,vi_VN,No Roles Specified,Không Roles Specified
101109,vi_VN,No Select Field Found,Không Select Trường Found
101110,vi_VN,No Suggestions,Không Suggestions
101111,vi_VN,No Tags,Không có thẻ gắn
101112,vi_VN,No Upcoming Events,Không Upcoming Events
101113,vi_VN,No address added yet.,Không address added yet.
101114,vi_VN,No alerts for today,Không alerts for today
101115,vi_VN,No automatic optimization suggestions available.,Không automatic optimization suggestions available.
101116,vi_VN,No changes in document,Không changes in document
101117,vi_VN,No changes made,Không changes made
101118,vi_VN,No changes made because old and new name are the same.,Không changes made because old and new name are the same.
101119,vi_VN,No changes to sync,Không changes to sync
101120,vi_VN,No changes to update,Không changes to update
101121,vi_VN,No comments yet.,Chưa có bình luận nào.
101122,vi_VN,No contacts added yet.,Không contacts added yet.
101123,vi_VN,No contacts linked to document,Không contacts linked to document
101124,vi_VN,No data to export,Không data to export
101125,vi_VN,No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,Không default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.
101126,vi_VN,No documents found tagged with {0},Không documents found tagged with {0}
101127,vi_VN,No email account associated with the User. Please add an account under User > Email Inbox.,Không email account associated with the Người dùng. Please add an account under Người dùng > Email Inbox.
101128,vi_VN,No email addresses to invite,Không email addresses to invite
101129,vi_VN,No failed logs,Không failed logs
101130,vi_VN,"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type \""Select\"".",Trường tùy chỉnh
101131,vi_VN,No file attached,Không file attached
101132,vi_VN,No filters found,Không có bộ lọc nào phù hợp
101133,vi_VN,No filters selected,Không có bộ lọc nào được chọn
101134,vi_VN,No further records,Không có thêm bản ghi nào
101135,vi_VN,No matching records. Search something new,Không matching records. Search something new
101136,vi_VN,No more items to display,Không more items to display
101137,vi_VN,"No need for symbols, digits, or uppercase letters.","Không need for symbols, digits, or uppercase letters."
101138,vi_VN,No new Google Contacts synced.,Không new Google Contacts synced.
101139,vi_VN,No new notifications,Không new notifications
101140,vi_VN,No of Columns,Không of Columns
101141,vi_VN,No of Requested SMS,Không of Requested SMS
101142,vi_VN,No of Rows (Max 500),Không of Rows (Max 500)
101143,vi_VN,No of Sent SMS,Không of Sent SMS
101144,vi_VN,No permission for {0},Không permission for {0}
101145,vi_VN,No permission to '{0}' {1},Không permission to '{0}' {1}
101146,vi_VN,No permission to read {0},Không permission to read {0}
101147,vi_VN,No permission to {0} {1} {2},Không permission to {0} {1} {2}
101148,vi_VN,No records deleted,Không records deleted
101149,vi_VN,No records present in {0},Không records present in {0}
101150,vi_VN,No records tagged.,Không records tagged.
101151,vi_VN,No records will be exported,Không records will be exported
101152,vi_VN,No rows,Không rows
101153,vi_VN,No subject,Không subject
101154,vi_VN,No template found at path: {0},Không template found at path: {0}
101155,vi_VN,No values to show,Không values to show
101156,vi_VN,No {0},Không {0}
101157,vi_VN,No {0} Found,Không {0} Found
101158,vi_VN,No {0} found,Không {0} found
101159,vi_VN,No {0} found with matching filters. Clear filters to see all {0}.,Không {0} found with matching filters. Clear filters to see all {0}.
101160,vi_VN,No {0} mail,Không {0} mail
101161,vi_VN,No.,Số.
101162,vi_VN,Nomatim,Nomatim
101163,vi_VN,Non Negative,Non Negative
101164,vi_VN,Non-Conforming,Non-Conforming
101165,vi_VN,None,Không có
101166,vi_VN,None: End of Workflow,Không có: End of Quy trình làm việc
101167,vi_VN,Normalized Copies,Normalized Copies
101168,vi_VN,Normalized Query,Normalized Query
101169,vi_VN,Not Allowed,Not Allowed
101170,vi_VN,Not Allowed: Disabled User,Not Allowed: Đã tắt Người dùng
101171,vi_VN,Not Ancestors Of,Not Ancestors Of
101172,vi_VN,Not Descendants Of,Not Descendants Of
101173,vi_VN,Not Equals,Không bằng
101174,vi_VN,Not Found,Not Found
101175,vi_VN,Not Helpful,Not Helpful
101176,vi_VN,Not In,Not In
101177,vi_VN,Not Like,Không giống như
101178,vi_VN,Not Linked to any record,Not Linked to any record
101179,vi_VN,Not Nullable,Not Nullable
101180,vi_VN,Not Permitted,Not Permitted
101181,vi_VN,Not Permitted to read {0},Not Permitted to read {0}
101182,vi_VN,Not Published,Not Published
101183,vi_VN,Not Saved,Not Saved
101184,vi_VN,Not Seen,Not Seen
101185,vi_VN,Not Sent,Not Sent
101186,vi_VN,Not Set,Not Đặt
101187,vi_VN,Not Set,Not Đặt
101188,vi_VN,Not a valid Comma Separated Value (CSV File),Not a valid Comma Separated Value (CSV Tệp)
101189,vi_VN,Not a valid User Image.,Not a valid Người dùng Image.
101190,vi_VN,Not a valid Workflow Action,Not a valid Quy trình làm việc Action
101191,vi_VN,Not a valid user,Not a valid user
101192,vi_VN,Not active,Not active
101193,vi_VN,Not allowed for {0}: {1},Not allowed for {0}: {1}
101194,vi_VN,"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings","Not allowed to attach {0} document, please enable Cho phép In For {0} in In Cài đặt"
101195,vi_VN,Not allowed to create custom Virtual DocType.,Not allowed to create custom Virtual DocType.
101196,vi_VN,Not allowed to print cancelled documents,Not allowed to print cancelled documents
101197,vi_VN,Not allowed to print draft documents,Not allowed to print draft documents
101198,vi_VN,Not allowed via controller permission check,Not allowed via controller permission check
101199,vi_VN,Not found,Not found
101200,vi_VN,Not in Developer Mode,Not in Developer Mode
101201,vi_VN,Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,Not in Developer Mode! Đặt in site_config.json or make 'Tùy chỉnh' DocType.
101202,vi_VN,Not permitted,Not permitted
101203,vi_VN,Not permitted to view {0},Not permitted to view {0}
101204,vi_VN,Note,Ghi chú
101205,vi_VN,Note Seen By,Note Seen By
101206,vi_VN,Note:,Note:
101207,vi_VN,Note: Changing the Page Name will break previous URL to this page.,Note: Changing the Trang Tên will break previous URL to this page.
101208,vi_VN,Note: Etc timezones have their signs reversed.,Note: Etc timezones have their signs reversed.
101209,vi_VN,"Note: For best results,  images must be of the same size and width must be greater than height.","Note: For best results, images must be of the same size and width must be greater than height."
101210,vi_VN,Note: Multiple sessions will be allowed in case of mobile device,Note: Multiple sessions will be allowed in case of mobile device
101211,vi_VN,Note: This will be shared with user.,Note: This will be shared with user.
101212,vi_VN,Note: Your request for account deletion will be fulfilled within {0} hours.,Note: Your request for account deletion will be fulfilled within {0} hours.
101213,vi_VN,Notes:,Notes:
101214,vi_VN,Nothing New,Nothing Mới
101215,vi_VN,Nothing left to redo,Nothing left to redo
101216,vi_VN,Nothing left to undo,Nothing left to undo
101217,vi_VN,Nothing to show,Nothing to show
101218,vi_VN,Nothing to update,Nothing to update
101219,vi_VN,Notification,Notification
101220,vi_VN,Notification Log,Notification Nhật ký
101221,vi_VN,Notification Recipient,Notification Recipient
101222,vi_VN,Notification Settings,Notification Cài đặt
101223,vi_VN,Notification Subscribed Document,Notification Subscribed Tài liệu
101224,vi_VN,Notification sent to,Notification sent to
101225,vi_VN,Notification: customer {0} has no Mobile number set,Notification: customer {0} has no Mobile number set
101226,vi_VN,Notification: document {0} has no {1} number set (field: {2}),Notification: document {0} has no {1} number set (field: {2})
101227,vi_VN,Notification: user {0} has no Mobile number set,Notification: user {0} has no Mobile number set
101228,vi_VN,Notifications,Notifications
101229,vi_VN,Notifications Disabled,Notifications Đã tắt
101230,vi_VN,Notifications and bulk mails will be sent from this outgoing server.,Notifications and bulk mails will be sent from this outgoing server.
